SURVEY_START_TIME,SURVEY_END_TIME,DEVICE_ID,LOCATION,_LOCATION_latitude,_LOCATION_longitude,_LOCATION_altitude,_LOCATION_precision,VILLAGE_NAME,ALT_VILLAGE_NAME,NUMBER_OF_HOUSEHOLDS,DISTRICT,CHIEFDOM,WARD,CONSTITUENCY,NEAREST_HC_LOCATION,NEAREST_HC_TYPE,meta/instanceID,_uuid,_submission_time
2015-01-16T15:37:45.505Z,2015-01-16T17:27:43.299Z,3.53323E+14,8.66395097 -12.28513908 100.80000305175781 9.0,8.66395097,-12.28513908,100.8000031,9,Rochen,Rochel Malal,635,Tonkolili,Malal Mara,207,60,Rochen,primary,uuid:762e3cfc-5a60-4cde-8287-18cfcf863b8b,762e3cfc-5a60-4cde-8287-18cfcf863b8b,2015-01-16T19:35:23
2015-01-16T13:13:41.959Z,2015-01-16T14:31:14.349Z,3.58599E+14,8.447418228296844 -12.580416298998264 82.15535731911739 8.0,8.447418228,-12.5804163,82.15535732,8,Makombo,n/a,30,Tonkolili,Yoni,211,62,Magbath,primary,uuid:ae41ab8e-4d83-4c5a-9211-36a5893d27c1,ae41ab8e-4d83-4c5a-9211-36a5893d27c1,2015-01-17T13:17:55
2015-01-17T07:45:06.418Z,2015-01-17T07:53:57.817Z,9.90003E+14,8.47910688 -11.88483679 104.69999694824219 7.0,8.47910688,-11.88483679,104.6999969,7,Mapankili,Masiaka,100,Tonkolili,Gbonkolenken,215,63,Mayepoh,primary,uuid:8ef4481b-615d-42ab-a95f-4a4d746ffa7f,8ef4481b-615d-42ab-a95f-4a4d746ffa7f,2015-01-18T07:53:39
2015-01-17T08:12:09.402Z,2015-01-17T08:19:31.269Z,9.90003E+14,8.47460394 -11.88953185 110.5999984741211 6.0,8.47460394,-11.88953185,110.5999985,6,Makali,Makali-Ka-Saidu-fonah ,43,Tonkolili,Gbonkolenken,216,63,Dowarama ,primary,uuid:85713a68-d291-4e39-8eef-088444f96a05,85713a68-d291-4e39-8eef-088444f96a05,2015-01-18T07:53:43
2015-01-17T08:23:13.577Z,2015-01-17T08:27:27.436Z,9.90003E+14,8.47429961 -11.88942526 109.0 7.0,8.47429961,-11.88942526,109,7,Makump,Makump kenthe,30,Tonkolili,Gbonkolenken,216,63,Dowarama ,primary,uuid:f41ca6c7-5325-4814-8f1f-62a4aca975bd,f41ca6c7-5325-4814-8f1f-62a4aca975bd,2015-01-18T07:54:00
2015-01-17T08:51:03.189Z,2015-01-17T09:09:31.164Z,9.90003E+14,8.43994218 -11.89629729 110.9000015258789 6.0,8.43994218,-11.89629729,110.9000015,6,Rongallah,Rongallah Masakon,60,Tonkolili,Gbonkolenken,216,63,Dowarama,primary,uuid:cf2bbf7c-64ea-4ebe-9b9f-4a35868e6b2d,cf2bbf7c-64ea-4ebe-9b9f-4a35868e6b2d,2015-01-18T07:54:13
2015-01-17T09:10:04.255Z,2015-01-17T09:16:24.279Z,9.90003E+14,8.4409726 -11.9016184 101.4000015258789 8.0,8.4409726,-11.9016184,101.4000015,8,Robara 1,n/a,14,Tonkolili,Gbonkolenken,216,63,Dowarama ,primary,uuid:1e2968ac-67fc-471c-ad5a-b0f3c535fe6a,1e2968ac-67fc-471c-ad5a-b0f3c535fe6a,2015-01-18T07:54:31
2015-01-17T09:21:19.907Z,2015-01-17T09:24:52.546Z,9.90003E+14,8.44305274 -11.90714218 98.4000015258789 8.0,8.44305274,-11.90714218,98.40000153,8,Teko,Tekolol ,20,Tonkolili,Gbonkolenken,216,63,Dowarama ,primary,uuid:84e96935-2792-4591-abf0-a3ad454560a5,84e96935-2792-4591-abf0-a3ad454560a5,2015-01-18T07:54:44
2015-01-17T09:29:47.360Z,2015-01-17T09:33:49.797Z,9.90003E+14,8.44436786 -11.9140166 76.0999984741211 9.0,8.44436786,-11.9140166,76.09999847,9,Teko,Tekobana,15,Tonkolili,Gbonkolenken,216,63,Dowarama ,primary,uuid:5e14880e-b574-4602-b65b-c3710ef1023b,5e14880e-b574-4602-b65b-c3710ef1023b,2015-01-18T07:54:51
2015-01-17T09:46:31.534Z,2015-01-17T09:55:58.096Z,9.90003E+14,8.4449937 -11.93207826 105.0999984741211 8.0,8.4449937,-11.93207826,105.0999985,8,Dowarama ,n/a,110,Tonkolili,Gbonkolenken,216,63,Dowarama ,primary,uuid:7b64b951-514f-40ac-b9e0-510b86d26e47,7b64b951-514f-40ac-b9e0-510b86d26e47,2015-01-18T07:54:58
2015-01-17T10:15:39.171Z,2015-01-17T10:19:09.098Z,9.90003E+14,8.4543745 -11.91645955 94.19999694824219 8.0,8.4543745,-11.91645955,94.19999695,8,Mabombo,n/a,24,Tonkolili,Gbonkolenken,216,61,Dowarama,primary,uuid:3c8c2b9d-d14b-4386-9671-537db9440a5b,3c8c2b9d-d14b-4386-9671-537db9440a5b,2015-01-18T07:55:01
2015-01-17T10:29:22.947Z,2015-01-17T10:39:34.292Z,9.90003E+14,8.46360558 -11.91191992 103.19999694824219 8.0,8.46360558,-11.91191992,103.1999969,8,Maworoko,n/a,62,Tonkolili,Gbonkolenken,216,63,Dowarama ,primary,uuid:c39aa88a-7cc7-445b-bcf4-88fa6d2d217c,c39aa88a-7cc7-445b-bcf4-88fa6d2d217c,2015-01-18T07:55:14
2015-01-17T10:47:44.155Z,2015-01-17T10:53:32.109Z,9.90003E+14,8.47132597 -11.90689037 114.5 8.0,8.47132597,-11.90689037,114.5,8,Makump ,Makump Gbolu,207,Tonkolili,Gbonkolenken,216,63,Dowarama,primary,uuid:77e08bf2-94d6-4fff-b7f2-7175c64ba82d,77e08bf2-94d6-4fff-b7f2-7175c64ba82d,2015-01-18T07:55:27
2015-01-17T11:06:26.834Z,2015-01-17T11:12:42.613Z,9.90003E+14,8.47293867 -11.91901892 109.5999984741211 8.0,8.47293867,-11.91901892,109.5999985,8,Rokor,Rokorthamba,2,Tonkolili,Gbonkolenken,216,63,Dowarama ,primary,uuid:1a1cebea-78c9-4a7b-b8bd-2bcab9cbc284,1a1cebea-78c9-4a7b-b8bd-2bcab9cbc284,2015-01-18T07:55:45
2015-01-17T11:22:49.547Z,2015-01-17T11:32:50.935Z,9.90003E+14,8.48540725 -11.92812212 71.69999694824219 7.0,8.48540725,-11.92812212,71.69999695,7,Matak,Matak-Makoblo,45,Tonkolili,Gbonkolenken,216,63,Dowarama ,primary,uuid:e9c1a84d-7edb-4a6f-a4f8-119cf844b5de,e9c1a84d-7edb-4a6f-a4f8-119cf844b5de,2015-01-18T07:55:46
2015-01-17T11:44:18.315Z,2015-01-17T11:48:12.869Z,9.90003E+14,8.49482562 -11.93389708 106.5 8.0,8.49482562,-11.93389708,106.5,8,Makobolo,Makobolo 1 ,35,Tonkolili,Gbonkolenken,216,63,Dowarama,primary,uuid:f7ace973-84ea-4425-8f14-a39e9690019e,f7ace973-84ea-4425-8f14-a39e9690019e,2015-01-18T08:13:31
2015-01-17T12:10:05.457Z,2015-01-17T12:20:10.680Z,9.90003E+14,8.47036749 -11.95196316 106.0999984741211 8.0,8.47036749,-11.95196316,106.0999985,8,Mayesi,n/a,122,Tonkolili,Gbonkolenken,216,63,Mansumana,primary,uuid:1b52eab0-4015-4954-85a9-55840f248a35,1b52eab0-4015-4954-85a9-55840f248a35,2015-01-18T08:13:33
2015-01-17T12:38:01.177Z,2015-01-17T12:44:04.365Z,9.90003E+14,8.49001944 -11.95524895 121.4000015258789 8.0,8.49001944,-11.95524895,121.4000015,8,Petifu 2,Petifu masuri,86,Tonkolili,Gbonkolenken,216,63,Masumana ,primary,uuid:d3572252-3354-4eb9-b479-f1fc9357a154,d3572252-3354-4eb9-b479-f1fc9357a154,2015-01-18T08:13:42
2015-01-17T12:48:48.092Z,2015-01-17T12:57:22.708Z,9.90003E+14,8.4921505 -11.95569964 138.10000610351563 7.0,8.4921505,-11.95569964,138.1000061,7,Masorie,Masoriesakie,119,Tonkolili,Gbonkolenken,216,63,Matamp,primary,uuid:616c74fb-ffa1-4b76-96db-3379c717d808,616c74fb-ffa1-4b76-96db-3379c717d808,2015-01-18T08:13:56
2015-01-17T13:06:20.080Z,2015-01-17T13:12:45.925Z,9.90003E+14,8.49278264 -11.97786651 108.5 7.0,8.49278264,-11.97786651,108.5,7,Makrugbe,Makrugbkenema,100,Tonkolili,Gbonkolenken,216,63,Masumana ,primary,uuid:a369f776-49f7-47b4-899b-64845a1f779c,a369f776-49f7-47b4-899b-64845a1f779c,2015-01-18T08:14:11
2015-01-17T13:20:52.083Z,2015-01-17T13:25:26.704Z,9.90003E+14,8.4789205 -11.9916672 124.4000015258789 9.0,8.4789205,-11.9916672,124.4000015,9,Ngawa ,Ngawa line,22,Tonkolili,Gbonkolenken,216,63,Masumana/maraka,primary,uuid:3a1539b1-8bfc-4dc4-a425-974e3f1a4b42,3a1539b1-8bfc-4dc4-a425-974e3f1a4b42,2015-01-18T08:14:22
2015-01-17T13:32:29.532Z,2015-01-17T13:39:43.189Z,9.90003E+14,8.48891334 -12.00395235 101.80000305175781 8.0,8.48891334,-12.00395235,101.8000031,8,Magblu,Magblulol ,17,Tonkolili,Gbonkolenken,216,63,Masumana ,primary,uuid:7e7424e7-b08a-4441-8d79-8fb3908e510f,7e7424e7-b08a-4441-8d79-8fb3908e510f,2015-01-18T08:14:27
2015-01-17T13:47:15.393Z,2015-01-17T13:55:28.638Z,9.90003E+13,8.49363369 -12.02430725 100.69999694824219 6.0,8.49363369,-12.02430725,100.6999969,6,Ropolie,n/a,17,Tonkolili,Gbonkolenken,215,63,Maraka,primary,uuid:c536b851-5182-4143-88c8-8b388c6b403f,c536b851-5182-4143-88c8-8b388c6b403f,2015-01-18T08:14:35
2015-01-17T14:07:05.235Z,2015-01-17T16:35:41.304Z,9.90003E+13,8.49164008 -12.03173695 119.19999694824219 6.0,8.49164008,-12.03173695,119.1999969,6,Mayoko,Mayokoyama,14,Tonkolili,Gbonkolenken,215,63,Maraka,primary,uuid:28d4f76b-8bd2-4fd8-93c4-7a5c76833992,28d4f76b-8bd2-4fd8-93c4-7a5c76833992,2015-01-18T08:14:47
2015-01-17T14:20:10.178Z,2015-01-17T14:26:27.034Z,9.90003E+13,8.49792934 -12.04093531 144.3000030517578 8.0,8.49792934,-12.04093531,144.3000031,8,Mayerah,n/a,48,Tonkolili,Gbonkolenken,215,63,Maraka,primary,uuid:32760a86-4979-4832-92d6-e2c28c0ceeaa,32760a86-4979-4832-92d6-e2c28c0ceeaa,2015-01-18T08:14:49
2015-01-17T14:30:34.183Z,2015-01-18T10:44:12.475Z,9.90003E+13,8.50575662 -12.06403522 89.5999984741211 3.0,8.50575662,-12.06403522,89.59999847,3,Mabgbolu Ferry,Ferry,250,Tonkolili,Gbonkolenken,215,63,Maraka ,primary,uuid:e447faef-54af-4282-a773-3b6b524fbd30,e447faef-54af-4282-a773-3b6b524fbd30,2015-01-18T16:46:28
2015-01-18T10:54:42.556Z,2015-01-18T11:00:59.979Z,9.90003E+14,8.49958783 -12.04318115 88.5999984741211 8.0,8.49958783,-12.04318115,88.59999847,8,Mamurankay,One house,37,Tonkolili,Gbonkolenken,215,63,"Maraka, Masumana.",primary,uuid:bf313d8e-8b07-4d3e-860f-a3eec9eca353,bf313d8e-8b07-4d3e-860f-a3eec9eca353,2015-01-18T16:46:31
2015-01-18T11:13:48.297Z,2015-01-18T11:19:52.889Z,9.90003E+14,8.49347522 -12.0563262 89.9000015258789 3.0,8.49347522,-12.0563262,89.90000153,3,Mamurankay,Tinta,10,Tonkolili,Gbonkolenken,215,63,Masumana,primary,uuid:d05a45b6-729f-4378-8ad8-565e34f8278a,d05a45b6-729f-4378-8ad8-565e34f8278a,2015-01-18T16:46:33
2015-01-18T11:47:25.382Z,2015-01-18T11:53:11.357Z,9.90003E+14,8.51420708 -12.01567179 128.39999389648438 8.0,8.51420708,-12.01567179,128.3999939,8,Royeima,Royeima 2 ,15,Tonkolili,Gbonkolenken,215,63,Maraka ,primary,uuid:edfd66ec-cbe2-4fb7-94e9-440cb7f44a45,edfd66ec-cbe2-4fb7-94e9-440cb7f44a45,2015-01-18T16:46:34
2015-01-18T11:56:24.533Z,2015-01-18T12:08:13.045Z,9.90003E+14,8.51597635 -12.01599355 111.4000015258789 8.0,8.51597635,-12.01599355,111.4000015,8,Yeima,Yeima 1 ,50,Tonkolili,Gbonkolenken,215,63,Maraka ,primary,uuid:06118dd4-c85d-4c6a-b37e-e9c2bffb56b8,06118dd4-c85d-4c6a-b37e-e9c2bffb56b8,2015-01-18T16:46:36
2015-01-18T12:13:05.945Z,2015-01-18T12:18:31.425Z,9.90003E+14,8.51806413 -12.02076658 121.0 6.0,8.51806413,-12.02076658,121,6,Yankassa,Maruba,30,Tonkolili,Gbonkolenken,215,63,Maraka ,primary,uuid:19fe88ac-8740-458f-8a0e-2f8c7544c160,19fe88ac-8740-458f-8a0e-2f8c7544c160,2015-01-18T16:46:38
2015-01-18T12:25:17.979Z,2015-01-18T12:30:18.429Z,9.90003E+14,8.51817844 -12.02251507 128.10000610351563 5.0,8.51817844,-12.02251507,128.1000061,5,Maruba ,Yankessa,35,Tonkolili,Gbonkolenken,215,63,Maraka ,primary,uuid:cc9f294d-24d4-4745-8a31-5f36be5840dc,cc9f294d-24d4-4745-8a31-5f36be5840dc,2015-01-18T16:46:40
2015-01-18T12:40:53.769Z,2015-01-18T12:55:16.186Z,9.90003E+14,8.52171607 -11.99994219 83.4000015258789 8.0,8.52171607,-11.99994219,83.40000153,8,Mathonor,n/a,19,Tonkolili,Gbonkolenken,215,63,Maraka ,primary,uuid:8f0357a8-b66f-404b-a069-73b49e17d814,8f0357a8-b66f-404b-a069-73b49e17d814,2015-01-18T16:46:42
2015-01-18T13:12:52.541Z,2015-01-18T13:27:47.014Z,9.90003E+14,8.54065698 -11.98778129 95.5 7.0,8.54065698,-11.98778129,95.5,7,Maraka ,Potho,126,Tonkolili,Gbonkolenken,215,63,Maraka ,primary,uuid:30ca9796-b818-4b69-b08d-3b8c58507057,30ca9796-b818-4b69-b08d-3b8c58507057,2015-01-18T16:46:44
2015-01-18T13:46:03.430Z,2015-01-18T14:02:27.432Z,9.90003E+14,8.56318322 -11.9878121 119.0 7.0,8.56318322,-11.9878121,119,7,Magbokeh,n/a,27,Tonkolili,Gbonkolenken,215,63,Maraka,primary,uuid:8a35e9cf-109a-40db-a3f4-f2edfa91c87c,8a35e9cf-109a-40db-a3f4-f2edfa91c87c,2015-01-18T16:46:46
2015-01-17T15:49:43.347Z,2015-01-18T13:17:46.713Z,3.52624E+14,8.47955776 -12.28171151 126.5 7.0,8.47955776,-12.28171151,126.5,7,Morka Juction,n/a,245,Tonkolili,Yoni,212,62,Mamaka,primary,uuid:8658c12b-9c0c-4881-ae5a-ceb3d5460f84,8658c12b-9c0c-4881-ae5a-ceb3d5460f84,2015-01-18T18:08:10
2015-01-17T16:08:10.182Z,2015-01-18T13:16:16.693Z,3.52624E+14,8.48482604 -12.28555159 125.0 5.0,8.48482604,-12.28555159,125,5,Mamorka,n/a,412,Tonkolili,Yoni,212,62,Mamaka,primary,uuid:7defe7d0-5a7d-4adf-a42a-c737b107bbc8,7defe7d0-5a7d-4adf-a42a-c737b107bbc8,2015-01-18T18:08:17
2015-01-17T16:20:35.972Z,2015-01-17T20:22:22.832Z,3.52624E+14,8.51571789 -12.28562653 79.19999694824219 5.0,8.51571789,-12.28562653,79.19999695,5,Mamaka,n/a,300,Tonkolili,Yoni,208,61,Mamaka,primary,uuid:d5a31433-4288-46f2-bf04-85a9eff4c6cc,d5a31433-4288-46f2-bf04-85a9eff4c6cc,2015-01-18T18:08:28
2015-01-17T16:35:56.426Z,2015-01-18T13:18:32.249Z,3.52624E+14,8.52122953 -12.2889292 130.39999389648438 6.0,8.52122953,-12.2889292,130.3999939,6,Ropothka,n/a,185,Tonkolili,Yoni,208,61,Mamaka,primary,uuid:191eec38-a3c4-438a-9f13-98fc44889466,191eec38-a3c4-438a-9f13-98fc44889466,2015-01-18T18:08:31
2015-01-17T16:53:57.237Z,2015-01-18T13:19:21.608Z,3.52624E+14,8.55264492 -12.30362699 114.0999984741211 8.0,8.55264492,-12.30362699,114.0999985,8,Gbongba,Rogbongban,300,Tonkolili,Yoni,212,62,Mamaka,primary,uuid:531041f1-f73b-4603-b775-5e780d25cb7d,531041f1-f73b-4603-b775-5e780d25cb7d,2015-01-18T18:08:34
2015-01-17T17:21:26.739Z,2015-01-17T17:33:25.958Z,3.52624E+14,8.53344548 -12.32708371 122.9000015258789 8.0,8.53344548,-12.32708371,122.9000015,8,Baranin Two,n/a,15,Tonkolili,Yoni,212,62,Makieba,primary,uuid:d816621b-ec1a-4dcc-a810-3ad8d6e0d400,d816621b-ec1a-4dcc-a810-3ad8d6e0d400,2015-01-18T18:08:36
2015-01-17T17:33:32.286Z,2015-01-18T13:20:36.979Z,3.52624E+14,8.53275042 -12.32867926 118.19999694824219 8.0,8.53275042,-12.32867926,118.1999969,8,Baranin one,n/a,49,Tonkolili,Yoni,212,62,Rokumbi,primary,uuid:0bb3a291-02a6-4b3c-827b-8eadc6d60c05,0bb3a291-02a6-4b3c-827b-8eadc6d60c05,2015-01-18T18:08:37
2015-01-17T17:48:16.146Z,2015-01-17T20:19:44.349Z,3.52624E+14,8.50089293 -12.34167345 133.60000610351563 8.0,8.50089293,-12.34167345,133.6000061,8,Masabi,n/a,35,Tonkolili,Yoni,208,61,Rokumbe,primary,uuid:78946157-2a0b-453a-a9f7-823005369f33,78946157-2a0b-453a-a9f7-823005369f33,2015-01-18T18:08:38
2015-01-17T18:03:19.425Z,2015-01-18T13:17:20.110Z,3.52624E+14,8.4851447 -12.34457192 131.0 8.0,8.4851447,-12.34457192,131,8,Masiaka High Way,n/a,450,Tonkolili,Yoni,208,61,Rokumbi,primary,uuid:78b898ad-3d33-43f1-92e0-ef2782e38628,78b898ad-3d33-43f1-92e0-ef2782e38628,2015-01-18T18:08:39
2015-01-17T18:19:42.243Z,2015-01-18T13:22:05.763Z,3.52624E+14,8.48167275 -12.32301405 144.8000030517578 8.0,8.48167275,-12.32301405,144.8000031,8,Masethleh Two Highway,Masethle Kasoya,300,Tonkolili,Yoni,212,62,Rokumbi,primary,uuid:71dc5160-12a1-4d5f-adc5-cb612f2205a3,71dc5160-12a1-4d5f-adc5-cb612f2205a3,2015-01-18T18:08:41
2015-01-18T08:08:06.102Z,2015-01-18T13:46:10.387Z,3.52624E+14,8.47958931 -12.35217767 118.80000305175781 7.0,8.47958931,-12.35217767,118.8000031,7,Lebia,n/a,8,Tonkolili,Yoni,208,61,Rokumbi,primary,uuid:a30e6d69-646a-4ed6-a9f7-4ca0e5e82e32,a30e6d69-646a-4ed6-a9f7-4ca0e5e82e32,2015-01-18T18:08:43
2015-01-18T08:19:50.939Z,2015-01-18T13:47:22.313Z,3.52624E+14,8.47305539 -12.36627607 113.19999694824219 8.0,8.47305539,-12.36627607,113.1999969,8,Maserah,n/a,300,Tonkolili,Yoni,208,61,Rokumbi,primary,uuid:d0fc73a0-c678-4bc0-9865-599ab8e0e3ed,d0fc73a0-c678-4bc0-9865-599ab8e0e3ed,2015-01-18T18:08:45
2015-01-18T08:36:54.975Z,2015-01-18T08:48:47.460Z,3.52624E+14,8.47851366 -12.3762261 144.3000030517578 5.0,8.47851366,-12.3762261,144.3000031,5,Rokumbi two,n/a,145,Tonkolili,Yoni,208,61,Rokumbi,primary,uuid:a15edbaf-aefb-4660-ad4c-b4845b5ccc62,a15edbaf-aefb-4660-ad4c-b4845b5ccc62,2015-01-18T18:08:47
2015-01-18T09:00:01.163Z,2015-01-18T09:11:23.045Z,3.52624E+14,8.49222609 -12.37645861 109.9000015258789 5.0,8.49222609,-12.37645861,109.9000015,5,Robisbana,n/a,142,Tonkolili,Yoni,208,61,Rokumbi 2,primary,uuid:f68e6ee8-713b-493b-8af1-545d7899c123,f68e6ee8-713b-493b-8af1-545d7899c123,2015-01-18T18:08:49
2015-01-18T09:19:09.784Z,2015-01-18T13:55:17.729Z,3.52624E+14,8.47951484 -12.38424699 100.80000305175781 6.0,8.47951484,-12.38424699,100.8000031,6,Rokumbi 1,n/a,210,Tonkolili,Yoni,208,61,Rokumbi 2,primary,uuid:bde84828-e445-4ac5-896a-4767ebeb6362,bde84828-e445-4ac5-896a-4767ebeb6362,2015-01-18T18:08:51
2015-01-18T09:37:05.238Z,2015-01-18T13:53:21.492Z,3.52624E+14,8.48433554 -12.40624746 121.9000015258789 6.0,8.48433554,-12.40624746,121.9000015,6,Magbla,n/a,22,Tonkolili,Yoni,208,61,Mathoir,primary,uuid:1feb20ee-8493-4561-ae78-e21b6c51b75f,1feb20ee-8493-4561-ae78-e21b6c51b75f,2015-01-18T18:08:53
2015-01-18T09:54:55.185Z,2015-01-18T13:52:41.830Z,3.52624E+14,8.48493336 -12.41592551 118.30000305175781 5.0,8.48493336,-12.41592551,118.3000031,5,Mathoir,n/a,617,Tonkolili,Yoni,208,61,Mathoir,primary,uuid:99b22b79-c621-4dab-81f8-f054034bbb16,99b22b79-c621-4dab-81f8-f054034bbb16,2015-01-18T18:08:55
2015-01-18T10:13:11.078Z,2015-01-18T10:20:50.610Z,3.52624E+14,8.47426793 -12.41016972 116.19999694824219 6.0,8.47426793,-12.41016972,116.1999969,6,Mathoir Holetown,n/a,110,Tonkolili,Yoni,208,61,Mathoir,primary,uuid:5fb919dd-5754-4db5-ae9f-e3002334ccd3,5fb919dd-5754-4db5-ae9f-e3002334ccd3,2015-01-18T18:08:56
2015-01-18T10:39:49.341Z,2015-01-18T13:51:41.257Z,3.52624E+14,8.44737423 -12.4158914 110.5 6.0,8.44737423,-12.4158914,110.5,6,Roline kahassanbana,n/a,150,Tonkolili,Yoni,208,61,Magbese,primary,uuid:1df7aaca-8a91-4236-8551-ad499ff4ba3e,1df7aaca-8a91-4236-8551-ad499ff4ba3e,2015-01-18T18:08:58
2015-01-18T11:18:45.763Z,2015-01-18T11:22:51.828Z,3.52624E+14,8.44017727 -12.41878207 120.69999694824219 7.0,8.44017727,-12.41878207,120.6999969,7,Petifu,n/a,30,Tonkolili,Yoni,208,61,Magbese,primary,uuid:eb780788-1fa0-4c84-abb4-98aa622b6f43,eb780788-1fa0-4c84-abb4-98aa622b6f43,2015-01-18T18:08:59
2012-01-03T03:30:23.484Z,2012-01-03T07:37:11.887Z,8.65316E+14,8.426455 -12.217513333333333 73.6 11.5,8.426455,-12.21751333,73.6,11.5,Mabom,n/a,30,Tonkolili,Yoni,212,62,Yonibana,primary,uuid:a7486a06-a960-484c-a60f-adcce26c76f1,a7486a06-a960-484c-a60f-adcce26c76f1,2015-01-18T18:11:26
2012-01-03T04:21:54.496Z,2012-01-04T06:33:13.888Z,8.65316E+14,8.412166666666668 -12.205229999999998 76.7 10.2,8.412166667,-12.20523,76.7,10.2,Mabom,n/a,25,Tonkolili,Yoni,212,62,Rochain,primary,uuid:03ba35f0-ef89-4487-8a7f-381a8022c1f9,03ba35f0-ef89-4487-8a7f-381a8022c1f9,2015-01-18T18:11:29
2012-01-03T04:54:23.021Z,2012-01-03T07:48:30.868Z,8.65316E+14,8.40696 -12.193166666666665 97.5 8.0,8.40696,-12.19316667,97.5,8,Rochen,Rochen Junction,40,Tonkolili,Yoni,212,62,Rochen Kamandao,primary,uuid:d0403107-acb7-47f6-be73-ea739a6f388a,d0403107-acb7-47f6-be73-ea739a6f388a,2015-01-18T18:11:37
2012-01-03T05:23:19.545Z,2012-01-03T07:49:45.412Z,8.65316E+14,8.400715 -12.205975 73.9 8.0,8.400715,-12.205975,73.9,8,Makump,n/a,50,Tonkolili,Yoni,212,62,Rochen  Kamandao,primary,uuid:65801daa-9867-47b9-926e-dcb52df646be,65801daa-9867-47b9-926e-dcb52df646be,2015-01-18T18:11:39
2012-01-03T05:58:19.844Z,2012-01-04T02:11:00.569Z,8.65316E+14,8.397718333333334 -12.180873333333333 90.3 8.4,8.397718333,-12.18087333,90.3,8.4,Rochen Kamandao,n/a,270,Tonkolili,Yoni,213,62,Rochen,primary,uuid:03b1d094-cf1c-47bd-8679-16b0130b96ab,03b1d094-cf1c-47bd-8679-16b0130b96ab,2015-01-18T18:11:41
2012-01-03T06:25:38.314Z,2012-01-03T07:53:16.118Z,8.65316E+14,8.365343333333334 -12.147960000000001 81.1 13.6,8.365343333,-12.14796,81.1,13.6,Mathibo,n/a,1500,Tonkolili,Yoni,213,62,Rochen  Kamandao,primary,uuid:cf494cb6-3d51-4b70-a270-8f648980500f,cf494cb6-3d51-4b70-a270-8f648980500f,2015-01-18T18:11:50
2012-01-03T06:41:48.905Z,2012-01-03T07:55:02.773Z,8.65316E+14,8.352481666666668 -12.134318333333333 92.6 12.5,8.352481667,-12.13431833,92.6,12.5,Masemgbe,n/a,450,Tonkolili,Yoni,214,62,Masemgbe,primary,uuid:69bf17cb-c23e-4954-a68d-2c8a1afa02df,69bf17cb-c23e-4954-a68d-2c8a1afa02df,2015-01-18T18:11:51
2012-01-03T21:02:45.464Z,2012-01-03T21:16:15.783Z,8.65316E+14,8.333935 -12.099936666666668 61.9 7.8,8.333935,-12.09993667,61.9,7.8,Maraka,n/a,110,Tonkolili,Yoni,214,62,Masssembbeh,primary,uuid:0d257834-e296-40d6-9173-ef2712c4299c,0d257834-e296-40d6-9173-ef2712c4299c,2015-01-18T18:11:53
2012-01-03T21:23:23.153Z,2012-01-03T21:31:46.908Z,8.65316E+14,8.326541666666666 -12.092058333333334 60.0 7.9,8.326541667,-12.09205833,60,7.9,Waiwai,n/a,50,Tonkolili,Yoni,214,62,Foindu,primary,uuid:265180cc-b543-4b88-a9d9-021aa8b89637,265180cc-b543-4b88-a9d9-021aa8b89637,2015-01-18T18:11:55
2012-01-03T21:38:28.966Z,2012-01-03T22:00:13.344Z,8.65316E+14,8.317556666666666 -12.070986666666666 74.8 8.0,8.317556667,-12.07098667,74.8,8,Foindu,n/a,400,Tonkolili,Yoni,214,62,Foindu,primary,uuid:9998fe58-67e3-46fc-b933-81486b13b9f5,9998fe58-67e3-46fc-b933-81486b13b9f5,2015-01-18T18:11:58
2012-01-03T22:20:26.821Z,2012-01-04T02:15:46.036Z,8.65316E+14,8.295673333333333 -12.065386666666665 74.3 8.0,8.295673333,-12.06538667,74.3,8,Mafala,Foindu,30,Tonkolili,Yoni,214,62,Foindu,primary,uuid:49acb734-5e31-4f94-a948-144b1c7fa3ef,49acb734-5e31-4f94-a948-144b1c7fa3ef,2015-01-18T18:11:59
2012-01-03T22:55:58.417Z,2012-01-04T02:20:26.462Z,8.65316E+14,8.276688333333334 -12.064760000000001 57.8 8.0,8.276688333,-12.06476,57.8,8,Patifu,Mankobo,300,Tonkolili,Yoni,214,62,Foindu,primary,uuid:0894cc59-3332-44e8-ad99-7921488d7f9a,0894cc59-3332-44e8-ad99-7921488d7f9a,2015-01-18T18:12:01
2012-01-03T23:12:58.451Z,2012-01-04T02:18:35.087Z,8.65316E+14,8.290316666666666 -12.046018333333333 62.9 7.9,8.290316667,-12.04601833,62.9,7.9,Khola,Mangbo,110,Tonkolili,Yoni,214,62,Foindu,primary,uuid:41544545-51f5-4f76-9620-495cfbd15b1a,41544545-51f5-4f76-9620-495cfbd15b1a,2015-01-18T18:12:03
2012-01-03T23:31:03.424Z,2012-01-03T23:40:15.721Z,8.65316E+14,8.277276666666667 -12.040403333333332 73.5 7.9,8.277276667,-12.04040333,73.5,7.9,Mankobo,n/a,55,Tonkolili,Yoni,214,62,Foindu,primary,uuid:0b62b880-df8e-41de-b1eb-8148bbdcc6c0,0b62b880-df8e-41de-b1eb-8148bbdcc6c0,2015-01-18T18:12:05
